ダウンロードした時刻：2021/11/22 15:58:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,下関,下関,下関,下関,下関,下関,下関,下関,新潟,新潟,新潟,新潟,新潟,新潟,新潟,新潟,新潟,新潟,新潟,新津,新津,新津,新津,新津,新津,新津,新津,津川,津川,津川,津川,津川,津川,津川,津川,長岡,長岡,長岡,長岡,長岡,長岡,長岡,長岡,守門,守門,守門,守門,守門,守門,守門,守門,小出,小出,小出,小出,小出,小出,小出,小出,柏崎,柏崎,柏崎,柏崎,柏崎,柏崎,柏崎,柏崎,安塚,安塚,安塚,安塚,安塚,安塚,安塚,安塚,高田,高田,高田,高田,高田,高田,高田,高田,高田,高田,高田,能生,能生,能生,能生,能生,能生,能生,能生,関山,関山,関山,関山,関山,関山,関山,関山,十日町,十日町,十日町,十日町,十日町,十日町,十日町,十日町,津南,津南,津南,津南,津南,津南,津南,津南,湯沢,湯沢,湯沢,湯沢,湯沢,湯沢,湯沢,湯沢,相川,相川,相川,相川,相川,相川,相川,相川,相川,相川,相川
2020/12/9,0,8,1,2,8,7,8,1,0,1,8,1,1,,8,2,0,8,1,0,8,1,1,8,3,8,1,0,8,1,2,8,7,8,1,0,8,1,2,8,5,8,1,1,8,1,7,8,16,5,1,0,8,1,3,8,7,8,1,,1,1,1,8,2,8,1,0,8,1,3,8,6,8,1,0,1,8,1,2,,8,3,0,8,1,0,8,1,2,8,4,8,1,0,8,1,5,8,8,8,1,0,8,1,5,8,7,8,1,0,8,1,8,8,12,8,1,0,8,1,5,8,8,8,1,0,1,8,1,0,,8,1,0,8,1
2020/12/10,0,8,1,2,8,1,8,1,0,1,8,1,1,,8,0,0,8,1,0,8,1,1,8,0,8,1,0,8,1,3,8,1,8,1,0,8,1,2,8,2,8,1,0,8,1,7,8,10,5,1,0,8,1,4,8,5,8,1,0,4,1,1,8,1,8,1,0,8,1,3,8,1,8,1,0,1,8,1,2,,8,1,0,8,1,0,8,1,2,8,1,8,1,0,8,1,6,8,4,8,1,0,5,1,5,8,3,8,1,0,8,1,8,8,6,8,1,0,8,1,5,8,5,8,1,0,1,8,1,0,,8,0,1,8,1
2020/12/11,0,8,1,2,8,1,8,1,0,1,8,1,1,,8,0,1,8,1,0,8,1,1,8,0,8,1,0,8,1,3,8,0,8,1,0,8,1,2,8,2,8,1,0,8,1,8,8,9,5,1,0,8,1,4,8,2,8,1,0,8,1,1,8,1,8,1,0,8,1,4,8,2,8,1,0,1,8,1,2,,8,1,0,8,1,0,8,1,2,8,0,8,1,0,8,1,6,8,4,8,1,0,8,1,6,8,5,8,1,0,8,1,9,8,9,8,1,0,8,1,6,8,5,8,1,0,1,8,1,0,,8,0,1,8,1
2020/12/12,0,8,1,3,8,3,8,1,0,1,8,1,1,,8,1,0,8,1,0,8,1,1,8,1,8,1,0,8,1,3,8,7,8,1,0,8,1,3,8,4,8,1,0,8,1,8,8,12,5,1,0,8,1,4,8,7,8,1,0,8,1,1,8,0,8,1,0,8,1,4,8,8,8,1,0,1,8,1,2,,8,3,0,8,1,0,8,1,2,8,5,8,1,0,8,1,7,8,5,8,1,0,8,1,6,8,12,8,1,0,8,1,10,8,9,5,1,0,8,1,6,8,5,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/13,0,8,1,3,8,4,8,1,0,1,8,1,1,,8,2,0,8,1,0,8,1,1,8,3,8,1,0,8,1,4,8,4,8,1,0,8,1,3,8,6,8,1,0,8,1,9,8,12,5,1,0,8,1,5,8,7,8,1,0,8,1,1,8,4,8,1,0,8,1,5,8,9,8,1,0,1,8,1,2,,8,4,0,8,1,0,8,1,2,8,3,8,1,0,8,1,7,8,11,8,1,0,8,1,6,8,10,8,1,0,8,1,10,8,13,5,1,0,8,1,7,8,8,8,1,0,1,8,1,0,,8,1,0,8,1
2020/12/14,9,8,1,3,8,4,8,1,0,1,8,1,1,,8,0,0,8,1,3,8,1,1,8,1,8,1,27,8,1,4,8,10,8,1,19,8,1,3,8,5,8,1,17,8,1,9,8,14,5,1,8,8,1,5,8,11,8,1,17,8,1,1,8,1,8,1,43,8,1,5,8,7,8,1,20,0,8,1,2,,8,3,0,8,1,18,8,1,2,8,4,8,1,26,8,1,8,8,12,8,1,23,8,1,7,8,13,8,1,26,8,1,10,8,22,8,1,11,8,1,7,8,18,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/15,12,8,1,3,8,7,8,1,0,1,8,1,1,,8,0,0,8,1,10,8,1,1,8,0,8,1,21,8,1,4,8,4,8,1,31,8,1,3,8,3,8,1,50,8,1,9,8,8,8,1,50,8,1,6,8,5,8,1,9,8,1,1,8,0,8,1,36,8,1,5,8,6,8,1,10,0,8,1,2,,8,3,0,8,1,14,8,1,3,8,4,8,1,29,8,1,8,8,7,8,1,57,8,1,7,8,8,8,1,88,8,1,11,8,10,8,1,92,8,1,7,8,8,8,1,0,1,8,1,0,,8,0,1,8,1
2020/12/16,1,8,1,3,8,7,8,1,0,1,8,1,1,,8,2,0,8,1,0,8,1,1,8,2,8,1,1,8,1,4,8,3,8,1,6,8,1,3,8,5,8,1,30,8,1,10,8,9,5,1,42,8,1,6,8,6,8,1,8,8,1,1,8,2,8,1,24,8,1,5,8,6,8,1,18,0,8,1,3,,8,2,0,8,1,11,8,1,3,8,3,8,1,46,8,1,8,8,8,8,1,36,5,1,7,8,7,8,1,61,8,1,11,8,10,8,1,44,4,1,7,8,6,8,1,0,1,8,1,0,,8,1,0,8,1
2020/12/17,11,8,1,3,8,3,5,1,1,0,8,1,1,,8,1,0,8,1,0,8,1,1,8,1,8,1,2,8,1,4,8,6,8,1,5,8,1,3,8,5,8,1,7,8,1,10,8,16,5,1,11,8,1,6,8,11,8,1,4,8,1,1,8,1,8,1,10,8,1,5,8,12,8,1,6,0,8,1,3,,8,6,0,8,1,6,8,1,3,8,7,8,1,3,8,1,8,8,18,8,1,19,8,1,7,8,12,8,1,7,8,1,11,8,19,8,1,6,4,1,8,8,16,8,1,0,1,8,1,0,,8,0,1,8,1
2020/12/18,4,8,1,3,8,3,8,1,0,1,8,1,1,,8,1,0,8,1,0,8,1,2,8,1,8,1,13,8,1,5,8,6,8,1,5,8,1,3,8,3,8,1,20,8,1,10,8,8,5,1,2,8,1,6,8,4,5,1,1,8,1,1,8,1,8,1,2,8,1,5,8,5,8,1,8,0,8,1,3,,8,2,0,8,1,1,8,1,3,8,2,8,1,0,5,1,8,8,5,8,1,13,8,1,7,8,5,8,1,2,8,1,11,8,11,8,1,0,8,1,8,8,6,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/19,4,8,1,4,8,4,8,1,0,1,8,1,1,,8,1,0,8,1,0,8,1,2,8,1,8,1,8,8,1,5,8,3,5,1,5,8,1,3,8,3,8,1,25,8,1,10,8,8,5,1,28,8,1,7,8,6,5,1,0,8,1,1,8,1,8,1,27,8,1,5,8,5,8,1,2,0,8,1,3,,8,3,0,8,1,2,8,1,3,8,2,8,1,51,8,1,8,8,8,8,1,28,8,1,7,8,6,8,1,63,8,1,11,8,11,8,1,48,8,1,8,8,6,8,1,0,1,8,1,0,,8,0,1,8,1
2020/12/20,8,8,1,4,8,2,8,1,0,1,8,1,1,,8,0,1,8,1,0,8,1,2,8,1,8,1,1,8,1,5,8,3,8,1,4,8,1,3,8,3,8,1,19,8,1,10,8,6,5,1,27,8,1,7,8,4,5,1,4,8,1,1,8,0,8,1,8,8,1,6,8,2,8,1,9,0,8,1,3,,8,1,0,8,1,1,8,1,3,8,1,8,1,7,8,1,8,8,4,8,1,16,8,1,8,8,5,8,1,16,8,1,11,8,4,8,1,18,8,1,8,8,4,8,1,0,1,8,1,0,,8,0,1,8,1
2020/12/21,3,8,1,4,8,3,8,1,0,1,8,1,1,,8,1,0,8,1,0,8,1,2,8,1,8,1,2,8,1,5,8,4,8,1,4,8,1,3,8,1,8,1,6,8,1,10,8,1,5,1,4,8,1,7,8,0,5,1,0,8,1,1,8,0,8,1,15,8,1,6,8,0,8,1,13,0,8,1,3,,8,0,0,8,1,2,8,1,3,8,0,8,1,0,8,1,8,8,1,8,1,11,8,1,8,8,1,8,1,15,8,1,11,8,3,8,1,17,8,1,8,8,2,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/22,1,8,1,4,8,5,8,1,0,1,8,1,1,,8,2,0,8,1,0,8,1,2,8,3,8,1,1,8,1,5,8,4,8,1,3,8,1,3,8,2,8,1,0,8,1,10,8,9,5,1,0,8,1,7,8,4,5,1,0,8,1,1,8,1,8,1,0,8,1,6,8,3,8,1,0,1,8,1,3,,8,1,0,8,1,1,8,1,3,8,2,8,1,0,8,1,9,8,4,8,1,0,8,1,8,8,4,8,1,0,8,1,11,8,6,8,1,0,8,1,8,8,4,8,1,0,1,8,1,0,,8,0,1,8,1
2020/12/23,0,8,1,4,8,2,8,1,0,1,8,1,1,,8,0,0,8,1,0,8,1,2,8,0,8,1,5,8,1,5,8,3,8,1,3,8,1,3,8,1,8,1,3,8,1,10,8,4,5,1,0,8,1,7,8,4,5,1,0,8,1,1,8,0,8,1,1,8,1,6,8,3,8,1,0,1,8,1,3,,8,0,0,8,1,1,8,1,3,8,1,8,1,0,8,1,9,8,6,8,1,0,8,1,8,8,3,8,1,0,8,1,11,8,7,5,1,0,8,1,9,8,7,8,1,0,1,8,1,0,,8,1,0,8,1
2020/12/24,3,8,1,4,8,4,8,1,0,1,8,1,1,,8,0,0,8,1,0,8,1,2,8,1,8,1,1,8,1,5,8,9,8,1,5,8,1,3,8,4,8,1,1,8,1,10,8,14,5,1,0,5,1,8,8,13,5,1,0,8,1,1,8,1,8,1,0,8,1,6,8,15,8,1,0,1,8,1,3,,8,8,0,8,1,2,8,1,3,8,6,8,1,0,8,1,9,8,19,8,1,0,8,1,8,8,14,8,1,1,8,1,11,8,20,8,1,0,8,1,9,8,11,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/25,11,8,1,4,8,4,8,1,0,1,8,1,1,,8,0,0,8,1,0,8,1,2,8,1,8,1,10,8,1,5,8,7,8,1,10,8,1,3,8,3,8,1,17,8,1,10,8,17,5,1,11,8,1,8,8,15,5,1,0,8,1,1,8,3,5,1,15,8,1,6,8,8,8,1,13,0,8,1,3,,8,5,0,8,1,20,8,1,3,8,9,8,1,53,8,1,9,8,13,8,1,21,8,1,8,8,11,8,1,36,8,1,12,8,15,8,1,24,8,1,9,8,11,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/26,7,8,1,4,8,5,8,1,0,1,8,1,1,,8,1,0,8,1,0,8,1,2,8,1,8,1,21,8,1,5,8,7,8,1,9,8,1,3,8,3,8,1,36,8,1,11,8,12,5,1,16,8,1,8,8,12,5,1,0,8,1,1,8,1,8,1,7,8,1,6,8,4,8,1,1,0,8,1,3,,8,3,0,8,1,2,8,1,3,8,3,5,1,1,8,1,10,8,13,8,1,11,8,1,8,8,8,8,1,16,8,1,12,8,12,8,1,18,8,1,10,8,14,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/27,5,8,1,4,8,7,8,1,0,1,8,1,1,,8,1,0,8,1,0,8,1,2,8,3,8,1,0,8,1,5,8,8,8,1,1,8,1,3,8,5,8,1,0,8,1,11,8,17,5,1,0,8,1,8,8,13,8,1,0,8,1,1,8,3,8,1,4,8,1,6,8,9,8,1,0,1,8,1,3,,8,4,0,8,1,3,8,1,3,8,3,8,1,0,8,1,10,8,16,8,1,1,8,1,9,8,13,8,1,1,8,1,12,8,21,8,1,0,8,1,10,8,16,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/28,2,8,1,4,8,5,8,1,0,1,8,1,1,,8,0,0,8,1,0,8,1,2,8,1,8,1,1,8,1,6,8,7,8,1,2,8,1,3,8,3,8,1,0,8,1,11,8,9,8,1,0,8,1,8,8,8,8,1,0,8,1,1,8,1,8,1,2,8,1,6,8,4,8,1,0,1,8,1,3,,8,3,0,8,1,2,8,1,3,8,2,8,1,0,8,1,10,8,5,8,1,0,8,1,9,8,7,8,1,5,8,1,13,8,10,8,1,0,8,1,11,8,9,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/29,4,8,1,4,8,4,8,1,0,1,8,1,1,,8,0,0,8,1,0,8,1,2,8,2,8,1,3,8,1,6,8,8,8,1,6,8,1,3,8,3,8,1,0,8,1,11,8,13,8,1,0,8,1,8,8,8,8,1,0,8,1,2,8,1,8,1,1,8,1,6,8,6,8,1,0,1,8,1,3,,8,3,0,8,1,3,8,1,4,8,2,8,1,0,8,1,10,8,18,8,1,0,8,1,9,8,12,8,1,2,8,1,13,8,18,8,1,0,8,1,11,8,15,8,1,0,1,8,1,0,,8,0,0,8,1
2020/12/30,13,8,1,4,8,3,8,1,3,0,8,1,1,,8,0,0,8,1,1,8,1,2,8,1,8,1,23,8,1,6,8,4,8,1,13,8,1,4,8,2,8,1,26,8,1,12,8,10,8,1,22,8,1,8,8,4,8,1,0,8,1,2,8,0,8,1,21,8,1,6,8,2,8,1,8,0,8,1,3,,8,2,0,8,1,13,8,1,4,8,2,8,1,39,8,1,11,8,5,8,1,21,8,1,9,8,5,8,1,32,8,1,13,8,8,8,1,37,8,1,11,8,8,8,1,1,0,8,1,0,,8,0,0,8,1
2020/12/31,11,8,1,5,8,4,8,1,5,0,8,1,1,,8,1,0,8,1,7,8,1,2,8,3,8,1,10,8,1,6,8,8,8,1,32,8,1,4,8,4,8,1,42,8,1,12,8,13,8,1,47,8,1,9,8,6,8,1,12,8,1,2,8,0,8,1,29,8,1,7,8,5,8,1,20,0,8,1,3,,8,3,0,8,1,19,8,1,4,8,4,8,1,6,8,1,11,8,6,8,1,44,8,1,9,8,7,8,1,18,8,1,13,8,8,8,1,17,8,1,11,8,6,8,1,3,0,8,1,0,,8,0,0,8,1
2021/1/1,26,8,1,5,8,5,8,1,8,0,8,1,1,,8,2,0,8,1,10,8,1,2,8,2,8,1,27,8,1,6,8,7,8,1,18,8,1,4,8,7,8,1,42,8,1,12,8,16,8,1,32,8,1,9,8,7,8,1,0,4,1,2,8,1,8,1,35,8,1,7,8,5,8,1,12,0,8,1,3,,8,1,0,8,1,15,8,1,4,8,3,8,1,48,8,1,11,8,10,8,1,47,8,1,10,8,10,8,1,44,8,1,13,8,14,8,1,45,8,1,12,8,9,8,1,2,0,8,1,0,,8,1,0,8,1
2021/1/2,35,8,1,5,8,6,8,1,15,0,8,1,1,,8,1,0,8,1,35,8,1,2,8,1,8,1,27,8,1,7,8,6,8,1,27,8,1,4,8,6,8,1,11,8,1,12,8,11,8,1,10,8,1,9,8,7,8,1,,1,1,2,8,2,8,1,33,8,1,7,8,7,8,1,45,0,8,1,4,,8,5,0,8,1,41,8,1,4,8,7,8,1,24,8,1,11,8,13,8,1,17,8,1,10,8,6,8,1,9,8,1,14,8,17,8,1,6,8,1,12,8,13,8,1,10,0,8,1,0,,8,0,0,8,1
2021/1/3,27,8,1,5,8,5,8,1,10,0,8,1,1,,8,0,0,8,1,20,8,1,2,8,2,8,1,6,5,1,7,8,5,8,1,26,8,1,4,8,4,8,1,4,8,1,12,8,14,8,1,0,8,1,9,8,12,8,1,,1,1,2,8,1,8,1,18,8,1,7,8,10,8,1,22,0,8,1,4,,8,5,0,8,1,27,8,1,4,8,4,8,1,8,8,1,12,8,18,8,1,5,8,1,10,8,13,8,1,5,8,1,14,8,19,8,1,3,8,1,12,8,16,8,1,2,0,8,1,0,,8,0,0,8,1
2021/1/4,8,8,1,5,8,6,8,1,2,0,8,1,1,,8,1,0,8,1,1,8,1,2,8,1,8,1,10,8,1,7,8,4,8,1,7,8,1,5,8,4,8,1,22,8,1,12,8,10,8,1,12,8,1,9,8,8,8,1,0,4,1,2,8,2,8,1,1,8,1,8,8,7,8,1,0,1,8,1,4,,8,3,0,8,1,2,8,1,5,8,3,8,1,2,8,1,12,8,12,8,1,14,8,1,10,8,9,8,1,0,8,1,14,8,13,8,1,0,8,1,12,8,10,8,1,0,1,8,1,0,,8,1,0,8,1
2021/1/5,8,8,1,6,8,3,8,1,3,0,8,1,1,,8,0,0,8,1,5,8,1,2,8,0,8,1,15,8,1,7,8,6,8,1,26,8,1,5,8,2,8,1,12,8,1,12,8,6,8,1,4,8,1,9,8,4,8,1,1,8,1,3,8,1,8,1,2,8,1,8,8,5,8,1,0,1,8,1,4,,8,2,0,8,1,1,8,1,5,8,2,8,1,0,8,1,12,8,6,8,1,3,8,1,10,8,6,8,1,4,8,1,14,8,10,8,1,1,8,1,12,8,11,8,1,0,1,8,1,0,,8,0,1,8,1
2021/1/6,2,8,1,6,8,8,8,1,1,0,8,1,1,,8,1,0,8,1,2,8,1,3,8,2,8,1,7,8,1,7,8,6,8,1,5,8,1,5,8,5,8,1,1,8,1,12,8,12,8,1,0,8,1,10,8,11,8,1,2,8,1,3,8,1,8,1,3,8,1,8,8,10,8,1,3,0,8,1,4,,8,4,0,8,1,1,8,1,5,8,4,8,1,6,8,1,12,8,14,8,1,1,8,1,11,8,13,8,1,8,8,1,14,8,15,8,1,1,8,1,12,8,12,8,1,0,1,8,1,1,,8,0,1,8,1
2021/1/7,20,8,1,6,8,5,8,1,4,0,8,1,2,,8,1,0,8,1,7,8,1,3,8,1,8,1,22,8,1,8,8,4,8,1,18,8,1,5,8,4,8,1,20,8,1,12,8,10,8,1,20,8,1,10,8,7,8,1,7,8,1,3,8,2,8,1,20,8,1,8,8,6,8,1,13,0,8,1,5,,8,4,0,8,1,16,8,1,5,8,7,8,1,38,8,1,12,8,6,8,1,27,8,1,11,8,8,8,1,35,8,1,14,8,11,8,1,32,8,1,12,8,13,8,1,0,1,8,1,1,,8,0,0,8,1
2021/1/8,25,8,1,6,8,5,8,1,26,0,8,1,2,,8,1,0,8,1,48,8,1,3,8,1,8,1,39,8,1,8,8,4,8,1,51,8,1,6,8,3,8,1,35,8,1,13,8,8,8,1,40,8,1,10,8,6,8,1,26,8,1,3,8,2,8,1,112,8,1,9,8,6,8,1,103,0,8,1,5,,8,3,0,8,1,61,8,1,6,8,5,8,1,15,8,1,12,8,5,8,1,89,8,1,11,8,7,8,1,58,8,1,14,8,6,8,1,35,8,1,12,8,5,8,1,12,0,8,1,1,,8,0,1,8,1
2021/1/9,33,8,1,6,8,7,8,1,17,0,8,1,2,,8,1,0,8,1,26,8,1,3,8,3,8,1,11,8,1,8,8,11,8,1,37,8,1,6,8,5,8,1,27,8,1,13,8,12,8,1,31,8,1,10,8,8,8,1,8,4,1,3,8,5,8,1,30,8,1,9,8,11,8,1,55,0,8,1,5,,8,6,0,8,1,52,8,1,6,8,7,8,1,8,8,1,12,8,20,8,1,43,8,1,11,8,12,8,1,16,8,1,14,8,15,8,1,2,8,1,12,8,11,8,1,13,0,8,1,1,,8,1,0,8,1
2021/1/10,39,8,1,6,8,9,8,1,7,0,8,1,2,,8,1,0,8,1,18,8,1,3,8,3,8,1,15,8,1,8,8,12,8,1,24,8,1,6,8,12,8,1,32,8,1,13,8,14,5,1,26,8,1,10,8,13,8,1,16,4,1,4,8,4,8,1,22,8,1,9,8,11,8,1,16,0,8,1,5,,8,8,0,8,1,42,8,1,6,8,8,8,1,50,8,1,12,8,12,8,1,27,8,1,11,8,11,8,1,24,8,1,14,8,17,8,1,8,8,1,12,8,14,8,1,5,0,8,1,1,,8,1,0,8,1
2021/1/11,15,8,1,6,8,13,8,1,15,0,8,1,2,,8,6,0,8,1,18,8,1,3,8,7,8,1,8,8,1,8,8,18,8,1,14,8,1,6,8,15,8,1,4,8,1,13,8,16,8,1,5,8,1,10,8,14,8,1,15,8,1,4,8,11,8,1,5,8,1,9,8,19,8,1,26,0,8,1,6,,8,13,0,8,1,21,8,1,6,8,9,8,1,36,8,1,12,8,18,8,1,3,8,1,11,8,18,8,1,7,8,1,14,8,19,8,1,5,8,1,12,8,14,8,1,2,0,8,1,1,,8,5,0,8,1
2021/1/12,1,8,1,6,8,9,8,1,0,1,8,1,2,,8,6,0,8,1,0,8,1,3,8,6,8,1,4,8,1,8,8,12,8,1,2,8,1,6,8,5,8,1,4,8,1,13,8,12,8,1,0,8,1,10,8,9,8,1,0,8,1,4,8,7,8,1,0,8,1,9,8,7,8,1,0,1,8,1,6,,8,11,0,8,1,1,8,1,6,8,14,8,1,0,8,1,12,8,12,8,1,0,8,1,11,8,8,8,1,0,8,1,14,8,12,8,1,0,8,1,12,8,8,8,1,0,1,8,1,1,,8,1,0,8,1
2021/1/13,1,8,1,6,8,11,8,1,0,1,8,1,2,,8,4,0,8,1,0,8,1,3,8,6,8,1,6,8,1,8,8,8,8,1,6,8,1,6,8,12,8,1,1,8,1,12,8,15,8,1,0,8,1,10,8,12,8,1,0,8,1,4,8,6,8,1,0,8,1,9,8,16,8,1,0,1,8,1,6,,8,9,0,8,1,0,8,1,6,8,6,8,1,0,8,1,12,8,19,8,1,0,8,1,11,8,15,8,1,0,8,1,14,8,19,8,1,0,8,1,12,8,13,8,1,0,1,8,1,1,,8,3,0,8,1
2021/1/14,1,8,1,6,8,7,8,1,0,1,8,1,2,,8,4,0,8,1,1,8,1,3,8,6,8,1,0,8,1,8,8,7,8,1,4,8,1,6,8,7,8,1,0,8,1,12,8,15,8,1,0,8,1,10,8,12,8,1,0,8,1,4,8,6,8,1,0,8,1,9,8,11,8,1,0,1,8,1,6,,8,11,0,8,1,1,8,1,7,8,9,8,1,0,8,1,12,8,15,8,1,0,8,1,11,8,13,8,1,1,8,1,14,8,15,8,1,0,8,1,11,8,12,8,1,0,1,8,1,1,,8,1,0,8,1
2021/1/15,3,8,1,6,8,5,8,1,0,1,8,1,2,,8,3,0,8,1,1,8,1,3,8,4,8,1,0,8,1,8,8,7,8,1,1,8,1,6,8,7,8,1,0,8,1,12,8,8,8,1,0,8,1,10,8,7,8,1,1,8,1,4,8,7,8,1,0,8,1,9,8,7,8,1,0,1,8,1,6,,8,7,0,8,1,2,8,1,7,8,7,8,1,0,8,1,12,8,8,8,1,0,8,1,11,8,7,8,1,0,8,1,14,8,10,8,1,0,8,1,11,8,6,8,1,0,1,8,1,1,,8,2,0,8,1
2021/1/16,7,8,1,7,8,6,8,1,0,1,8,1,2,,8,2,0,8,1,0,8,1,3,8,3,8,1,0,8,1,8,8,8,8,1,7,8,1,6,8,5,8,1,9,8,1,12,8,11,8,1,3,8,1,10,8,6,8,1,0,8,1,4,8,3,8,1,6,8,1,9,8,8,8,1,4,0,8,1,6,,8,5,0,8,1,6,8,1,7,8,6,8,1,13,8,1,12,8,9,8,1,7,8,1,11,8,7,8,1,11,8,1,14,8,11,8,1,9,8,1,11,8,7,8,1,0,1,8,1,1,,8,1,0,8,1
2021/1/17,18,8,1,7,8,7,8,1,22,0,8,1,2,,8,2,0,8,1,9,8,1,3,8,4,8,1,0,8,1,8,8,9,8,1,7,8,1,6,8,6,8,1,7,8,1,12,8,7,8,1,0,8,1,10,8,8,8,1,9,8,1,4,8,4,8,1,2,8,1,9,8,9,8,1,3,0,8,1,6,,8,6,0,8,1,11,8,1,7,8,6,8,1,4,8,1,12,8,15,8,1,3,8,1,11,8,11,8,1,7,8,1,14,8,16,8,1,3,8,1,11,8,12,8,1,8,0,8,1,1,,8,0,0,8,1
2021/1/18,16,8,1,7,8,6,8,1,13,0,8,1,2,,8,1,0,8,1,25,8,1,4,8,2,8,1,34,8,1,8,8,6,8,1,15,8,1,6,8,3,8,1,8,8,1,12,8,7,8,1,1,8,1,10,8,7,8,1,3,8,1,4,8,2,8,1,4,8,1,10,8,5,8,1,3,0,8,1,6,,8,4,0,8,1,10,8,1,7,8,6,8,1,3,8,1,12,8,6,8,1,3,8,1,11,8,8,8,1,6,8,1,14,8,11,8,1,0,8,1,11,8,11,8,1,7,0,8,1,1,,8,0,0,8,1
2021/1/19,4,8,1,7,8,6,8,1,1,0,8,1,2,,8,1,0,8,1,1,8,1,4,8,5,8,1,2,8,1,8,8,9,8,1,7,8,1,6,8,5,8,1,22,8,1,12,8,13,8,1,26,8,1,11,8,8,8,1,2,8,1,4,8,2,8,1,3,8,1,10,8,6,8,1,1,0,8,1,6,,8,3,0,8,1,1,8,1,7,8,3,8,1,56,8,1,12,8,6,8,1,15,8,1,12,8,10,8,1,41,8,1,14,8,14,8,1,53,8,1,11,8,9,8,1,1,0,8,1,1,,8,0,0,8,1
2021/1/20,10,8,1,7,8,4,8,1,0,1,8,1,2,,8,1,0,8,1,1,8,1,4,8,2,8,1,1,8,1,8,8,5,8,1,3,8,1,7,8,2,8,1,7,8,1,13,8,7,8,1,9,8,1,11,8,6,8,1,3,8,1,4,8,1,8,1,1,8,1,10,8,5,8,1,0,1,8,1,6,,8,3,0,8,1,1,8,1,7,8,3,8,1,0,8,1,12,8,10,8,1,4,8,1,12,8,8,8,1,1,8,1,14,8,12,8,1,0,8,1,11,8,10,8,1,0,1,8,1,1,,8,1,0,8,1
2021/1/21,2,8,1,7,8,6,8,1,0,1,8,1,2,,8,1,0,8,1,0,8,1,4,8,1,8,1,3,8,1,9,8,8,8,1,0,8,1,7,8,5,8,1,0,8,1,13,8,12,8,1,0,8,1,11,8,8,8,1,0,8,1,4,8,3,8,1,1,8,1,10,8,7,8,1,0,1,8,1,6,,8,3,0,8,1,0,8,1,7,8,5,8,1,0,8,1,12,8,12,8,1,0,8,1,12,8,9,8,1,3,5,1,14,8,14,8,1,0,8,1,12,8,11,8,1,0,1,8,1,1,,8,0,0,8,1
2021/1/22,3,8,1,7,8,7,8,1,0,1,8,1,2,,8,2,0,8,1,0,8,1,4,8,3,8,1,1,8,1,9,8,11,8,1,2,8,1,7,8,8,8,1,0,8,1,13,8,11,8,1,0,8,1,11,8,9,8,1,0,8,1,4,8,3,8,1,0,5,1,10,8,12,8,1,0,1,8,1,6,,8,7,0,8,1,4,8,1,7,8,9,8,1,0,8,1,12,8,12,8,1,0,8,1,12,8,13,8,1,3,8,1,14,8,14,8,1,0,8,1,12,8,8,8,1,0,1,8,1,1,,8,0,1,8,1
2021/1/23,2,8,1,7,8,5,8,1,0,1,8,1,2,,8,4,0,8,1,0,8,1,4,8,4,8,1,2,8,1,9,8,9,8,1,1,8,1,7,8,7,8,1,0,8,1,13,8,10,8,1,0,8,1,11,8,8,8,1,0,8,1,5,8,6,8,1,0,8,1,10,8,9,8,1,0,1,8,1,6,,8,7,0,8,1,1,8,1,8,8,7,8,1,0,8,1,12,8,16,8,1,0,8,1,12,8,9,8,1,0,8,1,14,8,14,8,1,0,8,1,12,8,10,8,1,0,1,8,1,1,,8,2,0,8,1
